id,Movie Name,Release Date,Production Budget (USD),Domestic Gross (USD),Worldwide Gross (USD),Domestic Box Office (USD),International Box Office (USD),Worldwide Box Office (USD),Est. Domestic DVD Sales (USD),Est. Domestic Blu-ray Sales (USD),Total Est. Domestic Video Sales (USD),Opening Weekend (USD),Legs,Infl. Adj. Dom. BO (USD),Video Release,MPAA Rating,Running Time (minutes),Franchise,Keywords,Source,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Domestic Releases,International Releases,Theater counts,Domestic Share Percentage,Movie URL
"3,785",Think Like a Man,2012-04-20,12000000,91547205,113373764,91547205,21826559,113373764,17159284,2695784,19855068,33636303,2.72,123979756,2012-08-28,PG-13,122,Think Like a Man,"African Americans,Ensemble,Relationships Gone Wrong,Relationship Advice,Romance,Romantic Comedy",Based on Factual Book/Article,Romantic Comedy,Live Action,Contemporary Fiction,"Screen Gems,Rainforest Films",United States,English,"April 20th, 2012 (Wide) bySony Pictures","April 20th, 2012 (Wide) (Curacao)April 20th, 2012 (Wide) (Suriname)April 20th, 2012 (Wide) (Trinidad)May 4th, 2012 (Wide) (South Africa)June 22nd, 2012 (Wide) (Ghana)... Show all releases","2,015 opening theaters/2,052 max. theaters, 5.9 weeks average run per theater",80.7,https://www.the-numbers.com/movie/Think-Like-a-Man#tab=summary
"3,786",Heaven is for Real,2014-04-16,12000000,91386097,100913556,91386097,9527459,100913556,33865504,11436161,45301665,22522221,4.06,120580423,2014-07-22,PG,100,,"Near Death Experience,Religious,Faith-Based Film,Based on an UNTRUE Story,Money Troubles,Christians,Religious Extremism,Faith-Based Drama",Based on Factual Book/Article,Drama,Live Action,Dramatization,"Roth Films,T.D. Jakes",United States,English,"April 16th, 2014 (Wide) bySony Pictures","April 16th, 2014 (Wide) (Poland)April 17th, 2014 (Wide) (Hong Kong)April 17th, 2014 (Wide) (New Zealand)May 1st, 2014 (Wide) (Portugal)May 9th, 2014 (Wide) (South Africa)... Show all releases","2,417 opening theaters/3,048 max. theaters, 6.1 weeks average run per theater",90.6,https://www.the-numbers.com/movie/Heaven-is-for-Real#tab=summary
"3,792",Act of Valor,2012-02-24,12000000,70012847,82497035,70012847,12484188,82497035,28073396,16074093,44147489,24476632,2.86,94816385,2012-06-05,R,101,,"Special Ops,Inspired by a True Story,Rescue,Secret Agent,Terrorism,Non Professional Actor,Voiceover/Narration,Action Adventure",Original Screenplay,Action,Live Action,Contemporary Fiction,Bandito Brothers,United States,English,"February 24th, 2012 (Wide) byRelativity","April 4th, 2012 (Wide) (Italy)April 18th, 2012 (Wide) (Belgium)May 3rd, 2012 (Wide) (Australia)May 3rd, 2012 (Wide) (Denmark)May 10th, 2012 (Wide) (Netherlands)... Show all releases","3,039 opening theaters/3,053 max. theaters, 5.7 weeks average run per theater",84.9,https://www.the-numbers.com/movie/Act-of-Valor#tab=summary
"3,795",Chronicle,2012-02-02,12000000,64575175,123681790,64575175,59106615,123681790,8378884,7818225,16197109,22004098,2.93,87452308,2012-05-15,PG-13,106,,"Found Footage,Psychics,Dysfunctional Family,Revenge,Bullies,Addiction,Romance,First Love,Action Thriller",Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,"20th Century Fox,Davis Entertainment,Dune Entertainment",United States,English,"February 3rd, 2012 (Wide) by20th Century Fox","February 2nd, 2012 (Wide) (Bahrain)February 23rd, 2012 (Wide) (Serbia and Montenegro)March 2nd, 2012 (Wide) (Brazil)April 13th, 2012 (Wide) (Turkey)April 19th, 2012 (Wide) (Denmark)... Show all releases","2,907 opening theaters/2,908 max. theaters, 4.7 weeks average run per theater",52.2,https://www.the-numbers.com/movie/Chronicle#tab=summary
"3,798",Project X,2012-03-01,12000000,54731865,103028188,54731865,48296323,103028188,17344657,5976129,23320786,21051363,2.6,74121792,2012-06-19,R,87,Project X,"Epilogue,Parties Gone Wild,Filmed By a Character,Loss Of Virginity,Black Out Drunk,Inspired by a True Story,Found Footage,Farcical / Slapstick Comedy,Narcotics,Dwarfism",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Warner Bros.,Silver Pictures,Green Hat Films",United States,English,"March 2nd, 2012 (Wide) byWarner Bros.","March 1st, 2012 (Wide) (Australia)April 27th, 2023 (Limited) (Australia)","3,055 opening theaters/3,055 max. theaters, 4.3 weeks average run per theater",53.1,https://www.the-numbers.com/movie/Project-X-(2011)#tab=summary
"3,799","Three Billboards Outside Ebbing, Missouri",2017-11-10,12000000,54513740,161158351,54513740,106644611,161158351,2458084,3529911,5987995,322168,12.38,64953219,2018-02-13,R,115,,"Police Brutality,Police Procedural,Corrupt Cops,Murder Mystery,Sex Crimes,Bigotry,Death of a Son or Daughter,Death of a Sibling,Dysfunctional Family,Terminal Illness,Cancer,Suicide,Non-Chronological,2018 Oscars Best Picture Nominee,Golden Globe Winner Best Picture—Drama,Black Comedy",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,"Fox Searchlight Pictures,Film4,Blueprint Films",United States,English,"November 10th, 2017 (Limited) byFox SearchlightDecember 1st, 2017 (Expands Wide) byFox Searchlight","December 29th, 2017 (Wide) (Australia)January 5th, 2018 (Wide) (New Zealand)January 12th, 2018 (Wide), released asTre manifesti a Ebbing, Missouri(Italy)January 12th, 2018 (Wide) (Netherlands)January 12th, 2018 (Wide), released asTrês Cartazes à Beira da Estrada(Portugal)... Show all releases","4 opening theaters/1,726 max. theaters, 8.9 weeks average run per theater",33.8,https://www.the-numbers.com/movie/Three-Billboards-Outside-Ebbing-Missouri#tab=summary
"3,800",Lion,2016-11-25,12000000,51739495,149117900,51739495,97378405,149117900,2737360,1350685,4088045,123360,12.31,62415489,2017-03-28,PG-13,120,,"Adopted Family Seeking Reunion,Reunited With Biological Family,Orphanage,Set in India,2017 Oscars Best Picture Nominee,Homeless,Life in a Small Town,Missing Person,Abandoned Child,Kidnap,Adopted Family,1980s,Intertitle,Epilogue,Non-Chronological,Biography,Biographical Drama",Based on Factual Book/Article,Drama,Live Action,Dramatization,"See-Saw Films,Sunstar Entertianment,Aquarius Films,Weinstein Company,Screen Australia",Australia,"Bengali,English,Hindi","November 25th, 2016 (Limited) byWeinstein Co.","December 9th, 2016 (Wide), released asLion - A Longa Estrada Para Casa(Portugal)December 23rd, 2016 (Wide), released asLion - La strada verso casa(Italy)January 10th, 2017 (Wide), released asLION(South Korea)January 12th, 2017 (Wide) (Netherlands)January 20th, 2017 (Wide) (Australia)... Show all releases","4 opening theaters/1,802 max. theaters, 7.4 weeks average run per theater",34.7,https://www.the-numbers.com/movie/Lion-(Australia)#tab=summary
"3,801",Overboard,2018-05-04,12000000,50316123,91244913,50316123,40928790,91244913,3637858,2184388,5822246,14711101,3.42,59539827,2018-07-10,PG-13,112,,"Remake,Faulty Memory,Romance,Boss From Hell,Cross-Class Romance,Genderbending Casting,Unexpected Families,Hispanic,Romantic Comedy",Remake,Romantic Comedy,Live Action,Contemporary Fiction,"Pantelion Films,Metro-Goldwyn-Mayer Pictures,3Pas Studios",United States,English,"May 4th, 2018 (Wide) byLionsgate","May 11th, 2018 (Wide), released asЗад борда(Bulgaria)May 11th, 2018 (Wide), released asHombre Al Agua(Mexico)May 17th, 2018 (Wide), released asЗА БОРТОМ(Russia (CIS))May 25th, 2018 (Wide) (Netherlands)June 15th, 2018 (Wide) (Germany)... Show all releases","1,623 opening theaters/2,006 max. theaters, 5.0 weeks average run per theater",55.1,https://www.the-numbers.com/movie/Overboard-(Remake)-(2018)#tab=summary
"3,805",Philomena,2013-11-01,12000000,37709979,98963392,37709979,61253413,98963392,6789606,1513641,8303247,128435,10.26,49884008,2014-04-15,PG-13,97,,"Investigative Journalist,Adopted Family,Adopted Family Seeking Reunion,Religious,Epilogue,Non-Chronological,Bigotry,LGBTQ+,AIDS,1950s,2014 Oscars Best Picture Nominee,Historical Drama,Monks and Nuns,Child Abuse",Based on Factual Book/Article,Drama,Live Action,Contemporary Fiction,"Pathe,BBC Films,BFI,Canal Plus,Cine Plus,Baby Cow,Magnolia May","United Kingdom,United States",English,"November 22nd, 2013 (Limited) byWeinstein Co.","November 1st, 2013 (Wide) (Iceland)November 1st, 2013 (Wide) (United Kingdom)November 15th, 2013 (Wide) (Norway)November 28th, 2013 (Wide) (Denmark)December 6th, 2013 (Wide) (Sweden)... Show all releases","4 opening theaters/1,225 max. theaters, 10.3 weeks average run per theater",38.1,https://www.the-numbers.com/movie/Philomena#tab=summary
"3,808",Paper Towns,2015-07-09,12000000,32000304,85450484,32000304,53450180,85450484,4493768,4119267,8613035,12650140,2.53,40920912,2015-10-09,PG-13,109,,"Young Adult Book Adaptation,Revenge,Romance,Road Trip,Unrequited Love,Missing Person,Relationships Gone Wrong,Romantic Drama",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"Fox 2000 Pictures,Temple Hill Entertainment",United States,English,"July 24th, 2015 (Wide) by20th Century Fox","July 9th, 2015 (Wide) (Brazil)July 16th, 2015 (Wide) (Argentina)July 16th, 2015 (Wide) (Australia)July 16th, 2015 (Wide) (New Zealand)July 16th, 2015 (Wide) (Slovakia)... Show all releases","3,031 opening theaters/3,031 max. theaters, 3.0 weeks average run per theater",37.4,https://www.the-numbers.com/movie/Paper-Towns#tab=summary
"3,815",Crank,2006-09-01,12000000,27838408,43924923,27838408,16086515,43924923,29557731,67775,29625506,10457367,2.66,45816488,2007-01-09,R,88,Crank,"Action Thriller,Hitmen,Organized Crime,Revenge,Crime Boss,No Honor Among Thieves,Triads,Surprise Twist",Original Screenplay,Action,Live Action,Contemporary Fiction,Lakeshore Entertainment,United States,English,"September 1st, 2006 (Wide) byLionsgate",,"2,515 opening theaters/2,515 max. theaters, 3.6 weeks average run per theater",63.4,https://www.the-numbers.com/movie/Crank#tab=summary
"3,817",Hell or High Water,2016-08-12,12000000,27007844,37566117,27007844,10558273,37566117,5111936,4099196,9211132,621329,6.08,33658329,2016-11-08,R,102,,"Texas,Money Troubles,Bank Foreclosure,Bank Robbery,Texas Ranger,Heist,2017 Oscars Best Picture Nominee,Native Americans,Recidivism,Contemporary Western,Film Noir,Crime",Original Screenplay,Western,Live Action,Contemporary Fiction,"Sidney Kimmel Entertainment,Film 44,CBS Films,MWM Studios",United States,English,"August 12th, 2016 (Limited) byLionsgateAugust 26th, 2016 (Expands Wide) byLionsgate","August 19th, 2016 (Wide) (Russia (CIS))September 9th, 2016 (Wide) (France)September 9th, 2016 (Wide) (United Kingdom)October 19th, 2016 (Wide) (South Korea)October 20th, 2016 (Wide) (Netherlands)... Show all releases","32 opening theaters/1,505 max. theaters, 5.4 weeks average run per theater",71.9,https://www.the-numbers.com/movie/Hell-or-High-Water#tab=summary
"3,819",Katy Perry: Part of Me,2012-07-05,12000000,25326071,32700439,25326071,7374368,32700439,4401682,1506991,5908673,7138266,3.55,34298370,2012-09-18,PG,95,,"Pop Music,Musicians,Music Industry,3-D,Biography,Big Break,Religious,Intertitle,Relationships Gone Wrong,Voiceover/Narration,Coming of Age,Singers,3-D - Shot in 3-D",Based on Real Life Events,Concert/Performance,Live Action,Factual,"Insurge Pictures,Imagine Entertainment,Perry Production,Direct Management Group,AEG Live,EMI Music North America",United States,English,"July 5th, 2012 (Wide) byParamount Pictures",,"2,730 opening theaters/2,732 max. theaters, 2.9 weeks average run per theater",77.4,https://www.the-numbers.com/movie/Katy-Perry-Part-of-Me#tab=summary
"3,820",Top Five,2014-12-12,12000000,25317379,26001741,25317379,684362,26001741,1055508,558106,1613614,6896593,3.67,33341117,2015-03-17,R,101,,"African Americans,Stand-Up Comedy,Movie Business,Reality TV,Romance,Wedding Day,Love Triangle,Gratuitous Cameos,Directing Yourself,Screenplay Written By the Star,Prologue,Non-Chronological,Intertitle,Investigative Journalist,False Identity,Critic,Rehab / Former Addict,Set in New York,Addiction,Bachelor Party,Dysfunctional Family,LGBTQ+,Closeted Homosexual,One Day,Comedy Drama",Original Screenplay,Comedy,Live Action,Contemporary Fiction,IACF,United States,English,"December 12th, 2014 (Wide) byParamount Pictures","March 12th, 2015 (Wide) (Australia)May 8th, 2015 (Wide) (United Kingdom)","979 opening theaters/1,426 max. theaters, 4.0 weeks average run per theater",97.4,https://www.the-numbers.com/movie/Top-Five#tab=summary
"3,825",Project Almanac,2015-01-30,12000000,22348241,32909437,22348241,10561196,32909437,1598893,1101797,2700690,8310252,2.69,28578168,2015-05-26,PG-13,106,,"Time Travel,Found Footage,Filmed By a Character,Delayed Release,Techno-Thriller",Original Screenplay,Adventure,Live Action,Science Fiction,Platinum Dunes,United States,English,"January 30th, 2015 (Wide) byParamount Pictures","January 30th, 2015 (Wide) (Russia (CIS))January 30th, 2015 (Wide) (Spain)February 6th, 2015 (Wide) (Taiwan)February 20th, 2015 (Wide) (United Kingdom)February 26th, 2015 (Wide) (Australia)... Show all releases","2,893 opening theaters/2,900 max. theaters, 3.1 weeks average run per theater",67.9,https://www.the-numbers.com/movie/Project-Almanac#tab=summary
"3,826",47 Meters Down: Uncaged,2019-08-15,12000000,22260900,47582563,22260900,25321663,47582563,323648,1038579,1362227,8427265,2.64,26197869,2019-10-29,PG-13,89,47 Meters Down,"Survival Thriller,Set in Brazil,Tourists In Trouble,Underwater,Animals Gone Bad,Step-Family,Dysfunctional Family,Young Child Dealing with the Death of a Parent",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"The Fyzz Facility,Entertainment Studios Motion Pictures","United Kingdom,United States",English,"August 16th, 2019 (Wide) byEntertainment Studios Motion Pictures","August 15th, 2019 (Wide), released asСИНЯЯ БЕЗДНА 2(Russia (CIS))August 16th, 2019 (Wide) (Lithuania)August 16th, 2019 (Wide) (Spain)August 28th, 2019 (Wide) (South Korea)August 30th, 2019 (Wide), released as47 Metros: Medo Profundo(Portugal)... Show all releases","2,853 opening theaters/2,883 max. theaters, 3.6 weeks average run per theater",46.8,https://www.the-numbers.com/movie/47-Meters-Down-Uncaged-(2019)#tab=summary
"3,827",Black and Blue,2019-10-23,12000000,22012729,22730144,22012729,717415,22730144,1505208,1274621,2779829,8376846,2.63,25905806,2019-12-31,R,108,,"Beat Cops,Corrupt Cops,Drug Dealer,Gangs,Revenge,Fugitive / On the Run,Action Thriller,Framed",Original Screenplay,Action,Live Action,Contemporary Fiction,"Royal Viking Entertainment,Hidden Empire Film Group,Screen Gems",United States,English,"October 25th, 2019 (Wide) bySony Pictures","October 23rd, 2019 (Wide) (Jamaica)October 23rd, 2019 (Wide) (Trinidad)October 24th, 2019 (Wide) (Aruba)October 24th, 2019 (Wide) (Curacao)October 24th, 2019 (Wide) (Suriname)... Show all releases","2,062 opening theaters/2,062 max. theaters, 2.1 weeks average run per theater",96.8,https://www.the-numbers.com/movie/Black-and-Blue-(2019)#tab=summary
"3,828",Just Wright,2010-05-14,12000000,21540363,21867665,21540363,327302,21867665,12067587,768972,12836559,8284989,2.6,29430306,2010-09-14,PG,100,,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,"Fox Searchlight Pictures,Flavor Unit Films,Debra Martin Chase",United States,English,"May 14th, 2010 (Wide) byFox Searchlight",,"1,831 opening theaters/1,831 max. theaters, 3.4 weeks average run per theater",98.5,https://www.the-numbers.com/movie/Just-Wright#tab=summary
"3,834",Nebraska,2013-11-15,12000000,17654912,24761360,17654912,7106448,24761360,4892420,2630564,7522984,140401,11.37,23340436,2014-02-25,R,114,,"Road Trip,Dysfunctional Family,Autumn Years,Life in a Small Town,Faulty Memory,Digital Cinematography,Addiction,2014 Oscars Best Picture Nominee,Comedy Drama,Retro Black and White",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Bona Fide,FilmNation Entertainment,Blue Lake Media Fund,Echo Lake Entertainment,Paramount Vantage",United States,English,"November 15th, 2013 (Limited) byParamount Pictures","December 6th, 2013 (Wide) (United Kingdom)","4 opening theaters/968 max. theaters, 5.8 weeks average run per theater",71.3,https://www.the-numbers.com/movie/Nebraska#tab=summary
"3,837",Young Adult,2011-12-09,12000000,16311571,22750356,16311571,6438785,22750356,3296261,849063,4145324,310263,4.79,22155196,2012-03-13,R,94,,"Divorcée Romance,Relationships Gone Wrong,Addiction,Romance,You Can't Go Home Again,Mid-Life Crisis,Delayed Adulthood,Writing and Writers,Comedy Drama",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Paramount Pictures,Mandate Pictures,Mr. Mudd,Right of Way Films,Denver & Delilah Films",United States,English,"December 9th, 2011 (Exclusive) byParamount PicturesDecember 16th, 2011 (Expands Wide) byParamount Pictures","March 8th, 2012 (Wide) (Lebanon)April 6th, 2012 (Wide) (Brazil)","8 opening theaters/987 max. theaters, 4.7 weeks average run per theater",71.7,https://www.the-numbers.com/movie/Young-Adult#tab=summary
"3,839",About Time,2013-09-04,12000000,15323921,84429086,15323921,69105165,84429086,12089816,3565083,15654899,1076250,3.22,20318802,2014-02-04,R,123,,"Time Travel,Romance,Voiceover/Narration,Father’s Footsteps,Relationships Gone Wrong,Romantic Comedy",Original Screenplay,Romantic Comedy,Live Action,Science Fiction,"Universal Pictures,Relativity Media,Working Title Films",United Kingdom,English,"November 1st, 2013 (Limited) byUniversalNovember 8th, 2013 (Expands Wide) byUniversal","September 4th, 2013 (Wide) (United Kingdom)September 18th, 2013 (Wide) (Taiwan)October 3rd, 2013 (Wide) (Hong Kong)October 9th, 2013 (Wide) (Egypt)October 10th, 2013 (Wide) (Singapore)... Show all releases","175 opening theaters/1,280 max. theaters, 3.5 weeks average run per theater",18.2,https://www.the-numbers.com/movie/About-Time-(2013)#tab=summary
"3,840",If Beale Street Could Talk,2018-12-14,12000000,14915773,21398371,14915773,6482598,21398371,878949,688484,1567433,224476,6.2,17582180,2019-03-12,R,119,,"1970s,Set in New York City,Set in Harlem,African Americans,Romance,Falsely Accused,Artists,Wrongfully Convicted,Newlyweds,First Time Parents,Slow Motion Scene,Prison,Romantic Drama",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Pastel,Plan B Entertainment,Annapurna Pictures",United States,English,"December 14th, 2018 (Limited) byAnnapurna PicturesJanuary 11th, 2019 (Expands Wide) byAnnapurna Pictures","January 24th, 2019 (Wide) (Brazil)January 24th, 2019 (Wide), released asSe la strada potesse parlare(Italy)January 25th, 2019 (Wide) (Mexico)January 25th, 2019 (Wide) (South Africa)January 25th, 2019 (Wide), released asEl Blues de Beale St.(Spain)... Show all releases","4 opening theaters/1,018 max. theaters, 4.3 weeks average run per theater",69.7,https://www.the-numbers.com/movie/If-Beale-Street-Could-Talk-(2018)#tab=summary
"3,841",Wish Upon,2017-07-14,12000000,14301505,23477345,14301505,9175840,23477345,640350,243940,884290,5467084,2.62,17187309,2017-10-10,PG-13,89,,"Supernatural,Suicide,Bullies,High School,Wish Granters,High School Hell,Young Child Dealing with the Death of a Parent,Dream Sequence,Dysfunctional Family,Single Parent,Inheritance,Revenge,Supernatural Horror",Original Screenplay,Horror,Live Action,Contemporary Fiction,"Broad Green Pictures,Busted Shark",United States,English,"July 14th, 2017 (Wide) byBroad Green Pictures","July 14th, 2017 (Wide) (Italy)July 14th, 2017 (Wide), released as7 Deseos(Mexico)July 14th, 2017 (Wide) (Netherlands)July 14th, 2017 (Wide), released asWISH UPON(South Korea)July 21st, 2017 (Wide) (Spain)... Show all releases","2,250 opening theaters/2,250 max. theaters, 2.8 weeks average run per theater",60.9,https://www.the-numbers.com/movie/Wish-Upon-(2017)#tab=summary
"3,848",Unforgettable,2016-02-26,12000000,11368012,16221211,11368012,4853199,16221211,1225353,388399,1613752,4785431,2.38,13661893,2017-07-18,R,114,,"Romance,Relationships Gone Wrong,Obsession,The Other Woman,Social Media,Psychological Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Warner Bros.,RatPac Entertainment,Dune Entertainment,Di Novi Pictures",United States,English,"April 21st, 2017 (Wide) byWarner Bros.","February 26th, 2016 (Wide) (South Korea)April 21st, 2017 (Wide) (Brazil)April 21st, 2017 (Wide) (Russia (CIS))April 21st, 2017 (Wide) (United Kingdom)April 28th, 2017 (Wide) (Argentina)... Show all releases","2,417 opening theaters/2,417 max. theaters, 2.7 weeks average run per theater",70.1,https://www.the-numbers.com/movie/Unforgettable-(2016)#tab=summary
"3,850",Past Lives,2023-06-02,12000000,10950663,42913181,10950663,31962518,42913181,37424,186884,224308,232266,6.59,10950663,2023-08-22,PG-13,105,,"Life Drama,Immigration,Friends Reuniting,Filmed in New York, NY,2024 Oscars Best Picture Nominee",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,"English,Korean","June 2nd, 2023 (Limited) byA24June 30th, 2023 (Expands Wide) byA24","July 27th, 2023 (Limited), released asMinulé životy(Czech Republic)August 10th, 2023 (Wide), released asPast Lives - In einem anderen Leben(Germany)August 24th, 2023 (Wide), released asPast Lives (從前的我們)(Hong Kong)August 31st, 2023 (Limited) (Australia)August 31st, 2023 (Limited) (New Zealand)... Show all releases","4 opening theaters/906 max. theaters, 3.3 weeks average run per theater",25.5,https://www.the-numbers.com/movie/Past-Lives-(2023)#tab=summary
"3,851",I Still Believe,2020-03-11,12000000,10410004,16703751,10410004,6293747,16703751,5126851,3296993,8423844,9103614,1.14,12224380,2020-03-27,PG,115,I Can Only Imagine,"Christian Contemporary Music,Romance,Terminal Illness,Cancer,Death of a Spouse or Fiancée / Fiancé,Widow/Widower,College,Biography,Faith-Based Film,Autobiographical,Faith-Based Drama",Based on Real Life Events,Drama,Live Action,Dramatization,"Lionsgate,Erwin Brothers Entertainment,Kingdom Story Company",United States,English,"March 13th, 2020 (Wide) byLionsgate","March 11th, 2020 (Wide) (Egypt)March 11th, 2020 (Wide) (Philippines)March 12th, 2020 (Wide) (Aruba)March 12th, 2020 (Wide) (Bahrain)March 12th, 2020 (Wide) (Curacao)... Show all releases","3,250 opening theaters/3,250 max. theaters, 1.5 weeks average run per theater",62.3,https://www.the-numbers.com/movie/I-Still-Believe-(2020)#tab=summary
"3,853",Marshall,2017-10-13,12000000,10051659,10116816,10051659,65157,10116816,1460868,548185,2009053,3000805,3.35,12069148,2017-12-26,PG-13,118,,"Supreme Court,African Americans,Biography,Lawyers,Biographical Drama,1940s",Based on Real Life Events,Drama,Live Action,Dramatization,"Chestnut Ridge Productions,Starlight Media,Hudlin Entertainment",United States,English,"October 13th, 2017 (Wide) byOpen Road","October 20th, 2017 (Wide) (United Kingdom)October 27th, 2017 (Wide) (South Africa)","821 opening theaters/821 max. theaters, 6.8 weeks average run per theater",99.4,https://www.the-numbers.com/movie/Marshall#tab=summary
"3,854",Firestarter,2020-05-19,12000000,9739250,15030244,9739250,5290994,15030244,506721,29276,535997,3827715,2.54,9970476,2022-05-13,R,,,"Scientific Experiment Gone Awry,Human Experimentation,Fugitive / On the Run,Psychics,Supernatural Horror,Supernatural",Remake,Horror,Live Action,Contemporary Fiction,"Blumhouse,Weed Road Pictures,BoulderLight Pictures,Angry Adam,Universal Pictures",United States,English,"May 13th, 2022 (Wide) byUniversal","May 19th, 2020 (Wide), released asLlamas De Venganza(Central America)May 11th, 2022 (Wide) (Egypt)May 12th, 2022 (Wide), released asLlamas de Venganza(Argentina)May 12th, 2022 (Wide) (Australia)May 12th, 2022 (Wide) (Austria)... Show all releases","3,412 opening theaters/3,413 max. theaters, 2.4 weeks average run per theater",64.8,https://www.the-numbers.com/movie/Firestarter-(2022)#tab=summary
"3,862",For Greater Glory: The True Story of Cristiada,2012-04-20,12000000,5669081,10026255,5669081,4357174,10026255,2298884,653858,2952742,1885608,3.01,7677473,2012-09-11,R,143,,"Faith-Based Film,Religious,War,Rebellion,Atheism,Historical Drama,1920s,Civil War,Set in Mexico,Catholic",Based on Real Life Events,Drama,Live Action,Dramatization,"ARC Entertainment,Dos Corazones, S.A. de C.V.,New Land Films",Mexico,"English,Spanish","June 1st, 2012 (Wide) byARC Entertainment, released asFor Greater Glory","April 20th, 2012 (Wide), released asCristiada(Mexico)October 11th, 2012 (Wide) (United Arab Emirates)January 17th, 2013 (Wide), released asCristiada(Peru)January 31st, 2013 (Wide), released asCristiada(Argentina)April 5th, 2013 (Wide), released asCristiada(Poland)... Show all releases","757 opening theaters/757 max. theaters, 2.9 weeks average run per theater",56.5,https://www.the-numbers.com/movie/For-Greater-Glory-The-True-Story-of-Cristiada-(Mexico)-(2012)#tab=summary
"3,886",Kahlil Gibran's The Prophet,2015-08-07,12000000,340536,1080362,340536,739826,1080362,101139,121023,222162,27435,6.91,435458,2016-02-02,PG,85,,"Exile,Artists,Poet,Government Corruption",Based on Fiction Book/Short Story,Adventure,Hand Animation,Kids Fiction,"Story and Film, Inc.,Ventanarosa,JRW Entertainment,Code Red","Canada,Lebanon,Qatar,United States",English,"August 7th, 2015 (Limited) byGKIDS","September 10th, 2015 (Wide) (South Korea)December 2nd, 2015 (Wide) (France)January 21st, 2016 (Wide) (Mexico)June 17th, 2016 (Wide), released asПрорoкът(Bulgaria)","2 opening theaters/37 max. theaters, 4.4 weeks average run per theater",31.5,https://www.the-numbers.com/movie/Kahlil-Gibrans-the-Prophet#tab=summary
"3,895",Woman Walks Ahead,2018-06-29,12000000,57528,627538,57528,570010,627538,266338,92842,359180,6863,8.1,68065,2018-08-28,R,101,,"Native Americans,Artists,Painter,North Dakota,Voiceover/Narration,Bigotry,Early / Simultaneous Video-on-Demand release,1890s,Genocide,Government Corruption,Set in Brooklyn,Set in New York City,Set in New York",Based on Real Life Events,Western,Live Action,Dramatization,"Bedford Falls,Black Bicycle,IM Global,Potboiler Productions,Lipsync Productions,A24",United States,English,"June 29th, 2018 (Limited) byA24","September 7th, 2018 (Wide), released asMulher que Segue à Frente(Portugal)February 22nd, 2019 (Limited) (United Kingdom)","2 opening theaters/6 max. theaters, 3.8 weeks average run per theater",9.2,https://www.the-numbers.com/movie/Woman-Walks-Ahead#tab=summary
"3,909",The Dressmaker,2015-10-30,11900000,2022115,24374909,2022115,22352794,24374909,480253,70318,550571,185165,5.53,2520041,2016-12-27,R,118,,"Fashion,You Can't Go Home Again,Agoraphobia,Dysfunctional Family,Romance,Life in a Small Town,Country Mouse, City Mouse,Australia",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"Screen Australia,Ingenious Senior Film Fund,Embankment Films,Film Art Media,White Hot Productions,Film Victoria,Soundfirm,Motion Picture Lighting",Australia,English,"September 23rd, 2016 (Limited) byBroad Green Pictures","October 30th, 2015 (Wide) (Australia)October 30th, 2015 (Wide), released asDressmaker, The(New Zealand)November 4th, 2015 (Wide) (Philippines)November 6th, 2015 (Wide) (Turkey)November 20th, 2015 (Wide) (United Kingdom)... Show all releases","36 opening theaters/174 max. theaters, 5.0 weeks average run per theater",8.3,https://www.the-numbers.com/movie/Dressmaker-The#tab=summary
"3,910",Dark Places,2015-04-10,11900000,208588,5685597,208588,5477009,5685597,1104873,349389,1454262,99601,2.09,266730,2015-10-06,R,103,,"1980s,Lone Survivor,Familicide,Non-Chronological,Cold Case,Falsely Accused,Wrongfully Convicted,Taking the Rap,Serial Killer,Surprise Twist,Unexpected Pregnancy,Teenage Mom,Single Parent",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Denver & Delilah Films,Hugo Productions,Mandalay Pictures",United States,English,"August 7th, 2015 (Limited) byA24","April 10th, 2015 (Wide) (France)May 6th, 2015 (Wide) (Belgium)June 5th, 2015 (Wide) (Mexico)June 11th, 2015 (Wide) (Uruguay)June 18th, 2015 (Wide) (Slovakia)... Show all releases","151 opening theaters/151 max. theaters, 1.2 weeks average run per theater",3.7,https://www.the-numbers.com/movie/Dark-Places#tab=summary
