review_date,handle,helpfulness_rating,review,sentiment,combined_text,cleaned_text,num_tokens
27-Feb-21,Priscilla Sustaita,,"Makes a big mess, no refund or exchange at the time i compliant, just a piece of junk. never again.",negative,"Makes a big mess, no refund or exchange at the time i compliant, just a piece of junk. never again.",make big mess refund exchange time compliant piece junk never,10
17-Mar-20,Rhonda Katterhenry,,Every week this has to be cleaned with vinegar and water to continue to work. The WORST coffee pot ever bought!,negative,Every week this has to be cleaned with vinegar and water to continue to work. The WORST coffee pot ever bought!,every week clean vinegar water continue work bad coffee pot ever buy,12
2-Apr-21,Alice Throne,,"This was a great idea BUT, always leaked coffee on the counter. Had to return it.",negative,"This was a great idea BUT, always leaked coffee on the counter. Had to return it.",great idea always leak coffee counter return,7
20-Jul-19,Alan Rich,,"Brand new out of the box, and coffee dribbles out of the dispenser.  I love the idea of the coffee maker, I just wished it worked.  Will return and try again.  But for now, 2 stars.",negative,"Brand new out of the box, and coffee dribbles out of the dispenser.  I love the idea of the coffee maker, I just wished it worked.  Will return and try again.  But for now, 2 stars.",brand new box coffee dribble dispenser love idea coffee maker wish work return try star,15
7-Apr-19,Amazon Customer,,The coffee maker has a side compartment that you fill with the water to make the coffee It leaks. Water all over had to buy the other type of coffee maker.,negative,The coffee maker has a side compartment that you fill with the water to make the coffee It leaks. Water all over had to buy the other type of coffee maker.,coffee maker side compartment fill water make coffee leak water buy type coffee maker,14
5-May-20,Amazon Customer,,I have had four of these in the last year.  None have lasted more than 3 months.  I've used this pot for 20 years and they always lasted at least 2 years.  Quality really changed.,negative,I have had four of these in the last year.  None have lasted more than 3 months.  I've used this pot for 20 years and they always lasted at least 2 years.  Quality really changed.,four last year none last month use pot 20 year always last least year quality really change,17
3-Sep-19,Susan Acutt,,"Wonderful design and easy to use. Unfortunately, I couldn’t get a good cup of coffee out of it. Returned it.",negative,"Wonderful design and easy to use. Unfortunately, I couldn’t get a good cup of coffee out of it. Returned it.",wonderful design easy use unfortunately get good cup coffee return,10
22-Apr-21,mark krasic,,The coffee flavor is fine. The main problem is the dispenser system. It leaks really bad when trying to get a coffee filled. Bad design.,negative,The coffee flavor is fine. The main problem is the dispenser system. It leaks really bad when trying to get a coffee filled. Bad design.,coffee flavor fine main problem dispenser system leak really bad try get coffee fill bad design,16
12-Aug-20,Thelma,,"Bought this in January and loved it, till yesterday when it started leaking brewed coffee. Glad I didn't throw the old one away. Need to figure some way to make coffee in the camper now.",negative,"Bought this in January and loved it, till yesterday when it started leaking brewed coffee. Glad I didn't throw the old one away. Need to figure some way to make coffee in the camper now.",buy january love till yesterday start leak brew coffee glad throw old one away need figure way make coffee camper,20
24-Jun-20,Dea K.,,"When filling the pot, the water leaked all over the counter. Also, when you put your cup up to the pot to get coffee it leaked more.",negative,"When filling the pot, the water leaked all over the counter. Also, when you put your cup up to the pot to get coffee it leaked more.",fill pot water leak counter also put cup pot get coffee leak,12
28-Oct-19,Deborah,,This has been leaking since I got it! I thought it was me not attaching the tank properly but it’s not.  And now it’s stopped brewing half way thru! I had the other model of this for years with no problem. How do I get this replaced !! Help,negative,This has been leaking since I got it! I thought it was me not attaching the tank properly but it’s not.  And now it’s stopped brewing half way thru! I had the other model of this for years with no problem. How do I get this replaced !! Help,leak since get think attach tank properly stop brew half way thru model year problem get replace help,18
28-Jun-19,Amazon Customer,,After only having it 4 months it broke. It turns on when you pour the water in and it’s not even on. Can’t program it because it starts brewing,negative,After only having it 4 months it broke. It turns on when you pour the water in and it’s not even on. Can’t program it because it starts brewing,month break turn pour water even program start brewing,9
2-Jul-19,Pablo Urbina,,"This is a great idea, but it is not well built. The tank is not snug, its loose.",negative,"This is a great idea, but it is not well built. The tank is not snug, its loose.",great idea well build tank snug loose,7
13-Aug-16,"Jacksonville, FL",,"I returned the first because it did not brew hot coffee as stated. I just received a replacement and unfortunately it still brewed warn coffee not hot coffee. Also, the metal plate that keeps brewed coffee warm get corroded just after one brew. I am truly disappointed  because I decided to buy this model following a wonderful experience I had using the model 48464 at a hotel I recently stayed in.",negative,"I returned the first because it did not brew hot coffee as stated. I just received a replacement and unfortunately it still brewed warn coffee not hot coffee. Also, the metal plate that keeps brewed coffee warm get corroded just after one brew. I am truly disappointed  because I decided to buy this model following a wonderful experience I had using the model 48464 at a hotel I recently stayed in.",return first brew hot coffee stated receive replacement unfortunately still brew warn coffee hot coffee also metal plate keep brew coffee warm get corrode one brew truly disappointed decide buy model follow wonderful experience use model 48464 hotel recently stay,40
6-Feb-15,Denise Shepherd,One,"The first one we received literally simmered the coffee in the caraf while keeping it hot. You can hear it simmering. It tasted burned after a while. We returned it and the second one did the same thing. We just kept it and turned it off after it brewed to keep it from tasting burned and heated it up in the microwave. Now after 3 months, it is leaking all over the place when it brews and looses about a half a cup of water every time. Too late to return it now. We are switching to a different brand, although we liked the dispensing feature and the water reservoir placement of this coffeemaker.",negative,"The first one we received literally simmered the coffee in the caraf while keeping it hot. You can hear it simmering. It tasted burned after a while. We returned it and the second one did the same thing. We just kept it and turned it off after it brewed to keep it from tasting burned and heated it up in the microwave. Now after 3 months, it is leaking all over the place when it brews and looses about a half a cup of water every time. Too late to return it now. We are switching to a different brand, although we liked the dispensing feature and the water reservoir placement of this coffeemaker.",first one receive literally simmer coffee caraf keep hot hear simmer taste burn return second one thing keep turn brew keep taste burn heat microwave month leak place brew loose half cup water every time late return switch different brand although like dispensing feature water reservoir placement coffeemaker,48
8-Aug-19,Kristina Wilkerson,,Already broken after less than 6 months of use and product support already closed?  I’m really unhappy.  Don’t buy this coffee maker!,negative,Already broken after less than 6 months of use and product support already closed?  I’m really unhappy.  Don’t buy this coffee maker!,already break less month use product support already close really unhappy buy coffee maker,14
24-Jul-20,Susan Earnest,,"When trying to dispense the coffee, coffee would start leaking around the dispenser",negative,"When trying to dispense the coffee, coffee would start leaking around the dispenser",try dispense coffee coffee would start leak around dispenser,9
5-Oct-18,Amazon Customer,,This stopped working less than 10 months after we bought it. DO NOT BUY THIS PRODUCT,negative,This stopped working less than 10 months after we bought it. DO NOT BUY THIS PRODUCT,stop work less 10 month buy buy product,8
21-Dec-20,Sara Holwell,,"The button that you press to disperse coffee leaks all around the button, so there is always coffee everywhere.",negative,"The button that you press to disperse coffee leaks all around the button, so there is always coffee everywhere.",button press disperse coffee leak around button always coffee everywhere,10
10-Apr-20,Michael A. Horman,,This product is leaky. From the box to the garbage.,negative,This product is leaky. From the box to the garbage.,product leaky box garbage,4
12-Feb-21,Karen Zeisler,,This coffee maker makes an absolute mess underneath. I’ve owned several of this brand and prefer internal storage types. This was a disaster! Returned!,negative,This coffee maker makes an absolute mess underneath. I’ve owned several of this brand and prefer internal storage types. This was a disaster! Returned!,coffee maker make absolute mess underneath own several brand prefer internal storage type disaster return,15
8-Apr-18,karen,,"I ordered this is November and it is April and the coffee machine no longer works. As soon as the cleaning light came on, I put in the vinegar, just as directions stipulate, it would not turn on at all. This was disappointing, since I like the convenience of retrieving the coffee.",negative,"I ordered this is November and it is April and the coffee machine no longer works. As soon as the cleaning light came on, I put in the vinegar, just as directions stipulate, it would not turn on at all. This was disappointing, since I like the convenience of retrieving the coffee.",order november april coffee machine longer work soon cleaning light come put vinegar direction stipulate would turn disappointing since like convenience retrieve coffee,23
11-Oct-18,Steven Claypole,,This coffee maker started overheating 3 months after buying from Amazon.  After speaking with the manufacturer they will not replace or fix because it used at an office.  I was informed this VOIDS the warranty.  Thankfully Amazon Support did give me a full refund.  I will no longer be buying Hamilton Beach products.  Lesson learned...,negative,This coffee maker started overheating 3 months after buying from Amazon.  After speaking with the manufacturer they will not replace or fix because it used at an office.  I was informed this VOIDS the warranty.  Thankfully Amazon Support did give me a full refund.  I will no longer be buying Hamilton Beach products.  Lesson learned...,coffee maker start overheat month buy amazon speak manufacturer replace fix use office inform void warranty thankfully amazon support give full refund longer buy hamilton beach product lesson learn,29
11-Jan-21,leonard lubinsky,,The brewmaster leaks from underneath. Always creating a mess.,negative,The brewmaster leaks from underneath. Always creating a mess.,brewmaster leak underneath always create mess,6
21-Sep-18,Liam,,"It leaks, what more do I have to say - Save your money on this one and Model 47900 12 cup maker. Oh, did I say it leaks all over the place, staining my counter top. - Program made me rate 1 star, I say no stars from me.",negative,"It leaks, what more do I have to say - Save your money on this one and Model 47900 12 cup maker. Oh, did I say it leaks all over the place, staining my counter top. - Program made me rate 1 star, I say no stars from me.",leak say save money one model 47900 12 cup maker oh say leak place stain counter top program make rate star say star,23
26-Mar-19,hallieadams,,I like that there is no glass pot. Does it really matter when it is dripping and falling apart.,negative,I like that there is no glass pot. Does it really matter when it is dripping and falling apart.,like glass pot really matter drip fall apart,8
9-Jan-19,Vahid Ebrahimi,One,Just broke down after a month an half. Very bad prodect,negative,Just broke down after a month an half. Very bad prodect,break month half bad prodect,5
30-Dec-18,Deena,,This was used a few times and it never made good coffee.  I bought a water pitcher with filter even thou I have well water and filtration system and that didn't help.  Also changed brands of coffee and still not good.  I wish I had asked to return it as I feel I just wasted my $50.00 there for would not recommend purchasing.,negative,This was used a few times and it never made good coffee.  I bought a water pitcher with filter even thou I have well water and filtration system and that didn't help.  Also changed brands of coffee and still not good.  I wish I had asked to return it as I feel I just wasted my $50.00 there for would not recommend purchasing.,use time never make good coffee buy water pitcher filter even thou well water filtration system help also change brand coffee still good wish ask return feel waste 50 00 would recommend purchasing,33
30-Apr-20,sydnie,,it lasted 4 months then the coffee exploded and the machine shorted out shortly after and because of how long it was from when i bought it i cant get a refund. buy a different machine.,negative,it lasted 4 months then the coffee exploded and the machine shorted out shortly after and because of how long it was from when i bought it i cant get a refund. buy a different machine.,last month coffee explode machine short shortly long buy cant get refund buy different machine,15
12-Feb-21,Beverly Jacklitch,,This Hamilton Beach leaks all over my counter. I had a problem with last H.B. that I bought 4 years ago. Yes-- I am very disappointed in this product.,negative,This Hamilton Beach leaks all over my counter. I had a problem with last H.B. that I bought 4 years ago. Yes-- I am very disappointed in this product.,hamilton beach leak counter problem last buy year ago yes disappointed product,12
5-Dec-20,Karen Thiele,,Disliked the dripping on the dispenser. Had 2 others prior to this purchase & never had a problem until i started using this one. Did not return  because  I got rid of the box it came in. TOTALLY DISSATISFIED!!!,negative,Disliked the dripping on the dispenser. Had 2 others prior to this purchase & never had a problem until i started using this one. Did not return  because  I got rid of the box it came in. TOTALLY DISSATISFIED!!!,dislike dripping dispenser others prior purchase never problem start use one return get rid box come totally dissatisfied,18
1-Mar-21,Tom coslett,,I dislike this product because after filling the cup what's coffee it would continue to dribble and make a mess of the countertop always a puddle,negative,I dislike this product because after filling the cup what's coffee it would continue to dribble and make a mess of the countertop always a puddle,dislike product fill cup coffee would continue dribble make mess countertop always puddle,13
15-Jul-20,Celso H. P. Oliveira,,"It is really beautiful, but leaks coffee everywhere. It seems the engineers did not think how coffee would flow.",negative,"It is really beautiful, but leaks coffee everywhere. It seems the engineers did not think how coffee would flow.",really beautiful leaks coffee everywhere seem engineer think coffee would flow,11
21-Jun-20,ST,,It lasted 6weeks and the plastic parts broke the coffee leaked all over the counter.,negative,It lasted 6weeks and the plastic parts broke the coffee leaked all over the counter.,last 6weeks plastic part break coffee leak counter,8
14-Mar-21,lucia picazo,,"Did not like this product. It leaked the coffee, had to take it all apart to add the water.",negative,"Did not like this product. It leaked the coffee, had to take it all apart to add the water.",like product leak coffee take apart add water,8
8-Feb-21,June E,,From the first pot the coffee leaked on the counter.,negative,From the first pot the coffee leaked on the counter.,first pot coffee leak counter,5
25-Feb-17,Jane tuck,,Love my coffee maker but the gold filter sold with it is not a good fit. It's to tall. The top won't close all the way. Amazon should not sell them as a fit I'm also finding that the coffee is not kept hot,negative,Love my coffee maker but the gold filter sold with it is not a good fit. It's to tall. The top won't close all the way. Amazon should not sell them as a fit I'm also finding that the coffee is not kept hot,love coffee maker gold filter sell good fit tall top close way amazon sell fit also find coffee keep hot,20
28-Dec-12,Linda Ignelzi,9,"DECEMBER 2012-Really nice, just like my old Hamilton Beach 12 cupper.  This one tells me when it is done brewing. Thank you for having this in stock. MARCH 10, 2013 ABOVE WAS MY FIRST REVIEW, IT PUCKED LAST NIGHT 3 MONTHS AFTER PURCHASE. THEY DON'T MAKE THINGS LIKE THEY USED TO AND OF COURSE CAN'T REPLACE OR RETURN.[[ASIN:B001R4LK1Q Hamilton Beach 48465 Brewstation Summit Ultra 12-Cup Programmable Coffeemaker] REVISED:  IT ONLY LASTED 3 MONTHS.",negative,"DECEMBER 2012-Really nice, just like my old Hamilton Beach 12 cupper.  This one tells me when it is done brewing. Thank you for having this in stock. MARCH 10, 2013 ABOVE WAS MY FIRST REVIEW, IT PUCKED LAST NIGHT 3 MONTHS AFTER PURCHASE. THEY DON'T MAKE THINGS LIKE THEY USED TO AND OF COURSE CAN'T REPLACE OR RETURN.[[ASIN:B001R4LK1Q Hamilton Beach 48465 Brewstation Summit Ultra 12-Cup Programmable Coffeemaker] REVISED:  IT ONLY LASTED 3 MONTHS.",december 2012 really nice like old hamilton beach 12 cupper one tell do brew thank stock march 10 2013 first review pucked last night month purchase make thing like use course replace return asin b001r4lk1q hamilton beach 48465 brewstation summit ultra 12 cup programmable coffeemaker revise last month,48
30-Mar-20,James Tomkins,,Junk! After one week it leaks everywhere from the bottom,negative,Junk! After one week it leaks everywhere from the bottom,junk one week leak everywhere bottom,6
10-Nov-19,Olga,,"Coffee tastes very bad, has a burned flavor. Not hot enough coffee comes out warm. There are cheaper coffee makers out there that make better tasting coffee. Neat idea, save your money and go with something else.",negative,"Coffee tastes very bad, has a burned flavor. Not hot enough coffee comes out warm. There are cheaper coffee makers out there that make better tasting coffee. Neat idea, save your money and go with something else.",coffee taste bad burn flavor hot enough coffee come warm cheap coffee maker make good taste coffee neat idea save money go something else,24
2-Oct-18,Connie Benzenbower,,it is very poorly made.  the parts don't fit together as they should.  every time you move the appliance the bottom tray comes apart.  It however makes good coffee.  The one I had previously was made altogether much better than the current model.,negative,it is very poorly made.  the parts don't fit together as they should.  every time you move the appliance the bottom tray comes apart.  It however makes good coffee.  The one I had previously was made altogether much better than the current model.,poorly make part fit together every time move appliance bottom tray come apart however make good coffee one previously make altogether much good current model,25
27-Aug-17,Amazon Customer,,"This is the second one I bought mainly for the timer feature so coffee is ready when we get up. The first time I thought it was just a bad one but this one just stopped working 8 months old, the first one lasted about the same.",negative,"This is the second one I bought mainly for the timer feature so coffee is ready when we get up. The first time I thought it was just a bad one but this one just stopped working 8 months old, the first one lasted about the same.",second one buy mainly timer feature coffee ready get first time think bad one one stop work month old first one last,22
3-May-21,Cindy Heck,One,Not so good. This pot leeks.,negative,Not so good. This pot leeks.,good pot leek,3
20-Jan-20,Ron Kennel,,"Coffee burns inside reservoir as it boils( you can hear it) Also, when place cup and push the whole Coffee Maker moves...",negative,"Coffee burns inside reservoir as it boils( you can hear it) Also, when place cup and push the whole Coffee Maker moves...",coffee burn inside reservoir boil hear also place cup push whole coffee maker move,14
25-Jun-21,Carol,,I purchased this item 2/28/21 and have used this coffee pot approximately ten times.  I plugged it in on 6/25/21 and the pot will not turn on.,negative,I purchased this item 2/28/21 and have used this coffee pot approximately ten times.  I plugged it in on 6/25/21 and the pot will not turn on.,purchase item 28 21 use coffee pot approximately ten time plug 25 21 pot turn,15
20-Dec-20,dedwards,,"Ever part of it leaks! No matter if you follow the ""cleaning if it drops/leaks"" instructions. Coffee everywhere when you pour a cup!",negative,"Ever part of it leaks! No matter if you follow the ""cleaning if it drops/leaks"" instructions. Coffee everywhere when you pour a cup!",ever part leak matter follow cleaning drop leaks instruction coffee everywhere pour cup,13
27-Nov-19,Brad,,I have to push the power button every 5 minutes to get a full pot of coffee made because it stops pumping the water after 4 cups being brewed each time. Very frustrating!,negative,I have to push the power button every 5 minutes to get a full pot of coffee made because it stops pumping the water after 4 cups being brewed each time. Very frustrating!,push power button every minute get full pot coffee make stop pump water cup brew time frustrating,17
6-Mar-16,Michael R. Florey,2,"Calling this thing a 'coffee maker' is more than generous. I called it everything BUT a coffee maker. First, repeated scrubbings didn't remove a gawdawful industrial taste. Secondly, the promise of ""no cooked coffee taste"" was a lie. After the 'coffee' was brewed, I could hear a gentle gurgling sound. It turns out the brew was merrily boiling away over the heat transfer plate. Even on regular strength you could float a horse shoe on the crap this thing tried to pass off as coffee. I've made better coffee over a wet campfire. This is a loser in every sense of the word. What a waste of fine coffee. Would I recommend this junk to a friend? Only if I was intent on terminating the friendship. Return it? I got more satisfaction throwing it in the trash.",negative,"Calling this thing a 'coffee maker' is more than generous. I called it everything BUT a coffee maker. First, repeated scrubbings didn't remove a gawdawful industrial taste. Secondly, the promise of ""no cooked coffee taste"" was a lie. After the 'coffee' was brewed, I could hear a gentle gurgling sound. It turns out the brew was merrily boiling away over the heat transfer plate. Even on regular strength you could float a horse shoe on the crap this thing tried to pass off as coffee. I've made better coffee over a wet campfire. This is a loser in every sense of the word. What a waste of fine coffee. Would I recommend this junk to a friend? Only if I was intent on terminating the friendship. Return it? I got more satisfaction throwing it in the trash.",call thing coffee maker generous call everything coffee maker first repeat scrubbing remove gawdawful industrial taste secondly promise cooked coffee taste lie coffee brew could hear gentle gurgle sound turn brew merrily boil away heat transfer plate even regular strength could float horse shoe crap thing try pass coffee make good coffee wet campfire loser every sense word waste fine coffee would recommend junk friend intent terminate friendship return get satisfaction throw trash,73
15-Jun-21,Julie Pitts,,Coffee tank level indicator does not work...,negative,Coffee tank level indicator does not work...,coffee tank level indicator work,5
11-Feb-15,Alyson Hachey,,"This is the 2nd one I have purchased and returned after a few uses because it will not shut off and just makes a mess all over my counter. I love the concept of just refilling the cup with a push of a button, but not when it goes all over the counter :-(",negative,"This is the 2nd one I have purchased and returned after a few uses because it will not shut off and just makes a mess all over my counter. I love the concept of just refilling the cup with a push of a button, but not when it goes all over the counter :-(",2nd one purchase return us shut make mess counter love concept refill cup push button go counter,17
18-Nov-20,Amazon Customer,,"It wont stop peculating, once  its brewed all the water it keeps going even after all the coffee has been used. I want to send it back but not if I have to pay to do so.",negative,"It wont stop peculating, once  its brewed all the water it keeps going even after all the coffee has been used. I want to send it back but not if I have to pay to do so.",wont stop peculating brew water keep go even coffee use want send back pay,14
6-Mar-21,Allison Eason,,We returned the first one because it leaks when you get coffee and this one leaks even more. Huge puddle under the coffee pot!,negative,We returned the first one because it leaks when you get coffee and this one leaks even more. Huge puddle under the coffee pot!,return first one leak get coffee one leaks even huge puddle coffee pot,13
25-Dec-18,Jess,,It was broken before I even got it and it's a present for my parents. The lid came off and it was missing a piece that was meant to keep the lid up.,negative,It was broken before I even got it and it's a present for my parents. The lid came off and it was missing a piece that was meant to keep the lid up.,break even get present parent lid come miss piece mean keep lid,12
7-Jan-21,Chefk,,"very unhappy about this purchase , id like a full refund for the maker I bought! the damn thing leaks out water and coffee grounds every time we use it! I DO NOT RECOMMEND",negative,"very unhappy about this purchase , id like a full refund for the maker I bought! the damn thing leaks out water and coffee grounds every time we use it! I DO NOT RECOMMEND",unhappy purchase id like full refund maker buy damn thing leak water coffee ground every time use recommend,18
16-Apr-21,Kristina Zerger,,I’ve had this coffee maker for a week and it runs out onto the counter every day. It makes a huge mess and wastes 1-4 cups of coffee. Would not recommend this coffee maker to anyone.,negative,I’ve had this coffee maker for a week and it runs out onto the counter every day. It makes a huge mess and wastes 1-4 cups of coffee. Would not recommend this coffee maker to anyone.,coffee maker week run onto counter every day make huge mess waste cup coffee would recommend coffee maker anyone,19
11-Jan-21,l Meyers,,I love this coffee pot but it leaks so bad!! Everytime I go to clean it I’ll move it and under the whole thing is a puddle of coffee that has leaked. It has ruined my wood table it’s sitting on.,negative,I love this coffee pot but it leaks so bad!! Everytime I go to clean it I’ll move it and under the whole thing is a puddle of coffee that has leaked. It has ruined my wood table it’s sitting on.,love coffee pot leak bad everytime go clean move whole thing puddle coffee leak ruin wood table sit,18
24-Apr-19,Lisa M.,,The loudest coffeemaker I've ever heard. I prefer my old one over this one. Condensation between coffee basket and coffee reservoir is ridiculous...makes a mess. Wouldn't recommend.,negative,The loudest coffeemaker I've ever heard. I prefer my old one over this one. Condensation between coffee basket and coffee reservoir is ridiculous...makes a mess. Wouldn't recommend.,loud coffeemaker ever heard prefer old one one condensation coffee basket coffee reservoir ridiculous make mess recommend,17
28-Sep-16,Christian Beyer,,"Very poor design. Hot coffee reservoir is on top of the water reservoir. If you want to make second pot, you have to handle the very hot reservoir to add water. I used this coffee maker for two weeks and got rid of it.",negative,"Very poor design. Hot coffee reservoir is on top of the water reservoir. If you want to make second pot, you have to handle the very hot reservoir to add water. I used this coffee maker for two weeks and got rid of it.",poor design hot coffee reservoir top water reservoir want make second pot handle hot reservoir add water use coffee maker two week get rid,24
24-May-20,Leather scent,,"Every time I pressed my cup to get coffee, machine would leak all over. I returned it for a new one thinking it was faulty and the new one also leaked. Very disappointed. I ended up buying one with a carafe.",negative,"Every time I pressed my cup to get coffee, machine would leak all over. I returned it for a new one thinking it was faulty and the new one also leaked. Very disappointed. I ended up buying one with a carafe.",every time press cup get coffee machine would leak return new one thinking faulty new one also leak disappointed end buy one carafe,23
11-Mar-16,JAMY,,This pot leaks all out of the bottom and  not sure what the problem is with it.  It even holds water in the area where the heating element is. Each morning I have to clean up water in and out of the pot.,negative,This pot leaks all out of the bottom and  not sure what the problem is with it.  It even holds water in the area where the heating element is. Each morning I have to clean up water in and out of the pot.,pot leak bottom sure problem even hold water area heating element morning clean water pot,15
3-Jan-20,Ty Phoenix,,It keeps leaking everywhere and I have wood countertops. Definitely returning. So disappointed.,negative,It keeps leaking everywhere and I have wood countertops. Definitely returning. So disappointed.,keep leak everywhere wood countertop definitely return disappointed,8
23-Apr-21,Kelly Valensky,,I had one of this type of coffee pot for 3 years!  I loved it until it started to leak.  I bought a new one and it leaked immediately all over my kitchen! I returned it right away.,negative,I had one of this type of coffee pot for 3 years!  I loved it until it started to leak.  I bought a new one and it leaked immediately all over my kitchen! I returned it right away.,one type coffee pot year love start leak bought new one leak immediately kitchen return right away,17
5-Jun-21,Rebecca,,Every time I set the timer to go off in the morning water was everywhere,negative,Every time I set the timer to go off in the morning water was everywhere,every time set timer go morning water everywhere,8
30-Nov-16,R. Francisco,,Pretty good for a small office setting - not really good for your home. The coffee chamber (if left with coffee) starts to taste like burnt plastic when you dispense coffee- had to return mine.,negative,Pretty good for a small office setting - not really good for your home. The coffee chamber (if left with coffee) starts to taste like burnt plastic when you dispense coffee- had to return mine.,pretty good small office set really good home coffee chamber leave coffee start taste like burnt plastic dispense coffee return mine,21
12-Jan-14,lgcottontail,2,"I bought this to use on weekends.  After maybe nine uses, there is water running all over the counter.  You pick up machine and it runs out of the bottom someplace, continues after coffee is brewed.  Only about half the water ends up with the grinds.",negative,"I bought this to use on weekends.  After maybe nine uses, there is water running all over the counter.  You pick up machine and it runs out of the bottom someplace, continues after coffee is brewed.  Only about half the water ends up with the grinds.",buy use weekend maybe nine us water run counter pick machine run bottom someplace continue coffee brew half water end grind,21
11-Jan-13,Amazon Customer,One,"I used the original Brewstation for several years before the clock and timer went out.  I loved that coffee maker.  This maker does not get the coffee warm.  I think it's because the heating plate is so much smaller than the original one.  It's probably 1/3 the size.  With the coffee starting off warm, it gets cold very quickly.  I was so disappointed with it and ended up going to town and buying a regular coffee maker.",negative,"I used the original Brewstation for several years before the clock and timer went out.  I loved that coffee maker.  This maker does not get the coffee warm.  I think it's because the heating plate is so much smaller than the original one.  It's probably 1/3 the size.  With the coffee starting off warm, it gets cold very quickly.  I was so disappointed with it and ended up going to town and buying a regular coffee maker.",use original brewstation several year clock timer go love coffee maker maker get coffee warm think heating plate much small original one probably size coffee start warm get cold quickly disappointed end go town buying regular coffee maker,38
6-Mar-18,song sparrow's,,This is a hazardous piece of toxic pollution.  Don't buy it!!!,negative,This is a hazardous piece of toxic pollution.  Don't buy it!!!,hazardous piece toxic pollution buy,5
18-Mar-18,Michelle,,The little tray falls off the counter if you put it too close to the edge while you're pouring water into it.  The heating element doesn't work very long.  Have to use the microwave to heat it.,negative,The little tray falls off the counter if you put it too close to the edge while you're pouring water into it.  The heating element doesn't work very long.  Have to use the microwave to heat it.,little tray fall counter put close edge pour water heat element work long use microwave heat,16
30-Jul-19,Queen of Amazon shopping,,It was too loud. Heating element made it sound like it was going to explode. Also the tank volume indicator was very difficult to read on the side and with condensation. Not a fan 😩,negative,It was too loud. Heating element made it sound like it was going to explode. Also the tank volume indicator was very difficult to read on the side and with condensation. Not a fan 😩,loud heating element make sound like go explode also tank volume indicator difficult read side condensation fan,17
24-Dec-20,Corinne Ballew,,It leaks when you get a cup of coffee. It's drips down the back of the cup.,negative,It leaks when you get a cup of coffee. It's drips down the back of the cup.,leak get cup coffee drip back cup,7
6-Dec-17,donna,,Coffee maker quit working after 4 months.  Usually Hamiton Beach coffee makers last a few years this model is not worth the purchase.,negative,Coffee maker quit working after 4 months.  Usually Hamiton Beach coffee makers last a few years this model is not worth the purchase.,coffee maker quit work month usually hamiton beach coffee maker last year model worth purchase,15
29-Dec-16,Amazon Customer,,"I can't for the life of me brew a good cup of coffee with this machine. A standard cup of coffee is 1 T of grounds per 6 oz but after measuring what the machine says is 6 cups, I discovered it's a 4 oz. cup. Did the math...still a crappy cup of weak and lukewarm at best coffee. I'm giving up on it and pulling the Kuerig back out. Very disappointing.",negative,"I can't for the life of me brew a good cup of coffee with this machine. A standard cup of coffee is 1 T of grounds per 6 oz but after measuring what the machine says is 6 cups, I discovered it's a 4 oz. cup. Did the math...still a crappy cup of weak and lukewarm at best coffee. I'm giving up on it and pulling the Kuerig back out. Very disappointing.",life brew good cup coffee machine standard cup coffee ground per oz measure machine say cup discover oz cup math still crappy cup weak lukewarm best coffee give pull kuerig back disappointing,32
1-Apr-17,S. Babbitt,,"I've never had a problem with one of these before, but mine has stopped working after two months. Not Happy At All!",negative,"I've never had a problem with one of these before, but mine has stopped working after two months. Not Happy At All!",never problem one mine stop work two month happy,9
26-Mar-17,ronald,One,i bought this on feb9th and the program button no longer works.it also sounds like it is going to blow up. I use it once a day so it is not like it gets a hard workout. I am very unhappy that I can not exchange this item. I love this type of coffee maker however I can not recommend a coffee pot that only works 40 days. I think it should be replaced.,negative,i bought this on feb9th and the program button no longer works.it also sounds like it is going to blow up. I use it once a day so it is not like it gets a hard workout. I am very unhappy that I can not exchange this item. I love this type of coffee maker however I can not recommend a coffee pot that only works 40 days. I think it should be replaced.,buy feb9th program button longer work also sound like go blow use day like get hard workout unhappy exchange item love type coffee maker however recommend coffee pot work 40 day think replace,33
12-Jul-17,Jgru,One,"I purchased this item in September 2016 and unfortunately it started malfunctioning around April 2017 (about 6 months later). I finally went ahead and ordered another coffee maker because it was defective. Amazon.com always has OUTSTANDING customer service and refunded me for this product, but I just want to forewarn other potential customers that some of these machines may be defective.",negative,"I purchased this item in September 2016 and unfortunately it started malfunctioning around April 2017 (about 6 months later). I finally went ahead and ordered another coffee maker because it was defective. Amazon.com always has OUTSTANDING customer service and refunded me for this product, but I just want to forewarn other potential customers that some of these machines may be defective.",purchase item september 2016 unfortunately start malfunction around april 2017 month later finally go ahead order another coffee maker defective amazon com always outstanding customer service refund product want forewarn potential customer machine may defective,35
21-Jan-21,Donna Frank,,The coffee pot sounded like it kept on running and the taste of the coffee after about 30 minutes was of burnt coffee.,negative,The coffee pot sounded like it kept on running and the taste of the coffee after about 30 minutes was of burnt coffee.,coffee pot sound like keep running taste coffee 30 minute burnt coffee,12
24-Sep-19,Linda Mackesy,,With the newer design I had to return two coffee makers because they would not shut off. Back to just a regular coffee maker and that’s too bad because I have had a Brew Station for as long as I can remember!,negative,With the newer design I had to return two coffee makers because they would not shut off. Back to just a regular coffee maker and that’s too bad because I have had a Brew Station for as long as I can remember!,newer design return two coffee maker would shut back regular coffee maker bad brew station long remember,17
